"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_9","COMMENT_EXPERT_9"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","underwriters","In the same decision, the court granted with prejudice defendants? motion to dismiss the Foreign Action, finding that the Sherman Act does not apply extraterritorially, except in limited circumstances not present in the case, and that plaintiff had failed to plead an actionable state law claim. Bank of America 2014 218 Montgomery The Corporation, several current and former officers and directors, Banc of America Securities LLC (BAS), MLPF&S and other unaffiliated underwriters have been named as defendants in a putative class action filed in the U.S. District Court for the Southern District of New York entitled Montgomery v. Bank of America, et al . Plaintiff filed an amended complaint on January 14, 2011. Plaintiff seeks to sue on behalf of all persons who acquired certain series of preferred stock offered by the Corporation pursuant to a shelf registration statement dated May 5, 2006.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide","","affiliates","On February 6, 2014, plaintiffs appealed the denial of their motion to amend to the U.S. Court of Appeals for the Second Circuit. Mortgage-backed Securities Litigation The Corporation and its affiliates, Countrywide entities and their affiliates, and Merrill Lynch entities and their affiliates have been named as defendants in a number of cases relating to their various roles as issuer, originator, seller, depositor, sponsor, underwriter and/or controlling entity in MBS offerings, pursuant to which the MBS investors were entitled to a portion of the cash flow from the underlying pools of mortgages. These cases generally include purported class action suits and actions by individual MBS purchasers.","Highly relevant","Countrywide's affiliates are being sued in this passage"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Merrill Lynch","","affiliates","On February 6, 2014, plaintiffs appealed the denial of their motion to amend to the U.S. Court of Appeals for the Second Circuit. Mortgage-backed Securities Litigation The Corporation and its affiliates, Countrywide entities and their affiliates, and Merrill Lynch entities and their affiliates have been named as defendants in a number of cases relating to their various roles as issuer, originator, seller, depositor, sponsor, underwriter and/or controlling entity in MBS offerings, pursuant to which the MBS investors were entitled to a portion of the cash flow from the underlying pools of mortgages. These cases generally include purported class action suits and actions by individual MBS purchasers.","Highly relevant","Merrill Lynch is not an affiliate;  it's affiliates are co-defendants with Bank of America"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","NB Holdings Corporation","","affiliates","Pursuant to the settlement, FHLB San Francisco has voluntarily dismissed its remaining claims with prejudice. Luther Class Action Litigation and Related Actions Beginning in 2007, a number of pension funds and other investors filed putative class action lawsuits alleging certain MBS Claims against Countrywide, several of its affiliates, MLPF&S, the Corporation, NB Holdings Corporation and certain other defendants. Those class action lawsuits concerned a total of 429 MBS offerings involving over $350 billion in securities issued by subsidiaries of Countrywide between 2005 and 2007.","Highly relevant","NB Holdings Corp is not an affiliate and is being sued in this passage"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Prudential","","affiliates","Beginning on January 14, 2014, a number of class members appealed to the U.S. Court of Appeals for the Ninth Circuit. Prudential Insurance Litigation On March 14, 2013, The Prudential Insurance Company of America and certain of its affiliates (collectively Prudential) filed a complaint in the U.S. District Court for the District of New Jersey, in a case entitled Prudential Insurance Company of America, et al. v. Bank of America, N.A., et al . Prudential has named the Corporation, Merrill 219 Bank of America 2014 Lynch and a number of related entities as defendants. Prudential asserts certain MBS Claims pertaining to 54 MBS offerings from which Prudential alleges that it purchased securities between 2004 and 2007.","Highly relevant","Prudential is not an affiliate of Bank of America; however Prudential and its affiliates are suing Bank of America"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Prudential Insurance Company of America","","affiliates","Beginning on January 14, 2014, a number of class members appealed to the U.S. Court of Appeals for the Ninth Circuit. Prudential Insurance Litigation On March 14, 2013, The Prudential Insurance Company of America and certain of its affiliates (collectively Prudential) filed a complaint in the U.S. District Court for the District of New Jersey, in a case entitled Prudential Insurance Company of America, et al. v. Bank of America, N.A., et al . Prudential has named the Corporation, Merrill 219 Bank of America 2014 Lynch and a number of related entities as defendants. Prudential asserts certain MBS Claims pertaining to 54 MBS offerings from which Prudential alleges that it purchased securities between 2004 and 2007.","Highly relevant","Prudential is not an affiliate of Bank of America; however Prudential and its affiliates are suing Bank of America"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America, N.A.","","affiliates","Beginning on January 14, 2014, a number of class members appealed to the U.S. Court of Appeals for the Ninth Circuit. Prudential Insurance Litigation On March 14, 2013, The Prudential Insurance Company of America and certain of its affiliates (collectively Prudential) filed a complaint in the U.S. District Court for the District of New Jersey, in a case entitled Prudential Insurance Company of America, et al. v. Bank of America, N.A., et al . Prudential has named the Corporation, Merrill 219 Bank of America 2014 Lynch and a number of related entities as defendants. Prudential asserts certain MBS Claims pertaining to 54 MBS offerings from which Prudential alleges that it purchased securities between 2004 and 2007.","Highly relevant","ERROR: Bank of America is not an affiliate, and no affiliates are mentioned in this passage"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Prudential","","affiliates","Beginning on January 14, 2014, a number of class members appealed to the U.S. Court of Appeals for the Ninth Circuit. Prudential Insurance Litigation On March 14, 2013, The Prudential Insurance Company of America and certain of its affiliates (collectively Prudential) filed a complaint in the U.S. District Court for the District of New Jersey, in a case entitled Prudential Insurance Company of America, et al. v. Bank of America, N.A., et al . Prudential has named the Corporation, Merrill 219 Bank of America 2014 Lynch and a number of related entities as defendants. Prudential asserts certain MBS Claims pertaining to 54 MBS offerings from which Prudential alleges that it purchased securities between 2004 and 2007.","Highly relevant","Prudential is not an affiliate of Bank of America; however Prudential and its affiliates are suing Bank of America"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. Bank, National Association","","trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. Bank","","trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Mortgage Loan Trust 2005-10","","trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","This is the MBS where the trustee is suing Bank of America"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide Home Loans, Inc.","","trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Countrywide is the issuer not the trustee of the loans being discussed"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","New York","","trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","ERROR: New York is not a FinEntity"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","New York County","","trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","ERROR: New York County is not a FinEntity in this context; and certainly not the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. Bank National Association","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Mortgage Loan Trust, Series 2005-10","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Countrywide is  origninator of mentioned mortgage trust (per text), and being sued by trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide Home Loans, Inc.","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Countrywide is actually mentioned as originiator (per text), and being sued by trustee of the loans"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Bank of America is originator of mentioned mortgages (via Countrywide acquisition), and is being sued byt trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America Corporation","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Countrywide was originator of described loans, and is being sued by the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide Financial Corporation","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Countrywide was originator of described loans, and is being sued by the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America, N.A.","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","Bank of America is originator of mentioned mortgages (via Countrywide acquisition), and is being sued by the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","NB Holdings Corporation.","","Trustee","On February 5, 2015, the court granted in part and denied in part defendants? motion to dismiss those complaints, granting plaintiff leave to replead in certain respects. Mortgage Repurchase Litigation U.S. Bank Litigation On August 29, 2011, U.S. Bank, National Association (U.S. Bank), as trustee for the HarborView Mortgage Loan Trust 2005-10 (the Trust), a mortgage pool backed by loans originated by Countrywide Home Loans, Inc. (CHL), filed a complaint in New York Supreme Court, New York County, in a case entitled U.S. Bank National Association, as Trustee for HarborView Mortgage Loan Trust, Series 2005-10 v. Countrywide Home Loans, Inc. (dba Bank of America Home Loans), Bank of America Corporation, Countrywide Financial Corporation, Bank of America, N.A. and NB Holdings Corporation. U.S. Bank asserts that, as a result of alleged misrepresentations by CHL in connection with its sale of the loans, defendants must repurchase all the loans in the pool, or in the alternative that it must repurchase a subset of those loans as to which U.S. Bank alleges that defendants have refused specific repurchase demands.","Highly relevant","NB Holdings Corp  is not the trustee of mentioned loans; it may have been the originator.  It is being sued by the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. Bank","","Trustee","The amended complaint alleges breach of contract based upon defendants? failure to repurchase loans that were the subject of specific repurchase demands and also alleges breach of contract based upon defendants? discovery, during origination and servicing, of loans with material breaches of representations and warranties. U.S. Bank Summonses with Notice On August 29, 2014, U.S. Bank, solely in its capacity as Trustee for seven securitization trusts (the Trusts), served seven summonses with notice commencing potential actions against First Franklin Financial Corporation, Merrill Lynch Mortgage Lending, Inc., Merrill Lynch Mortgage Investors, Inc., and Ownit Mortgage Solutions Inc. in New York Supreme Court, New York County. The summonses indicate that defendants may be subject to breach of contract claims alleging that they breached representations and warranties related to loans securitized in the Trusts.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","First Franklin Financial Corporation","","Trustee","The amended complaint alleges breach of contract based upon defendants? failure to repurchase loans that were the subject of specific repurchase demands and also alleges breach of contract based upon defendants? discovery, during origination and servicing, of loans with material breaches of representations and warranties. U.S. Bank Summonses with Notice On August 29, 2014, U.S. Bank, solely in its capacity as Trustee for seven securitization trusts (the Trusts), served seven summonses with notice commencing potential actions against First Franklin Financial Corporation, Merrill Lynch Mortgage Lending, Inc., Merrill Lynch Mortgage Investors, Inc., and Ownit Mortgage Solutions Inc. in New York Supreme Court, New York County. The summonses indicate that defendants may be subject to breach of contract claims alleging that they breached representations and warranties related to loans securitized in the Trusts.","Highly relevant","First Franklin is being sued by the trustee of the described loans"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Merrill Lynch Mortgage Lending, Inc.","","Trustee","The amended complaint alleges breach of contract based upon defendants? failure to repurchase loans that were the subject of specific repurchase demands and also alleges breach of contract based upon defendants? discovery, during origination and servicing, of loans with material breaches of representations and warranties. U.S. Bank Summonses with Notice On August 29, 2014, U.S. Bank, solely in its capacity as Trustee for seven securitization trusts (the Trusts), served seven summonses with notice commencing potential actions against First Franklin Financial Corporation, Merrill Lynch Mortgage Lending, Inc., Merrill Lynch Mortgage Investors, Inc., and Ownit Mortgage Solutions Inc. in New York Supreme Court, New York County. The summonses indicate that defendants may be subject to breach of contract claims alleging that they breached representations and warranties related to loans securitized in the Trusts.","Highly relevant","Merrill is being sued by the trustee of the described loans;"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Merrill Lynch Mortgage Investors, Inc.","","Trustee","The amended complaint alleges breach of contract based upon defendants? failure to repurchase loans that were the subject of specific repurchase demands and also alleges breach of contract based upon defendants? discovery, during origination and servicing, of loans with material breaches of representations and warranties. U.S. Bank Summonses with Notice On August 29, 2014, U.S. Bank, solely in its capacity as Trustee for seven securitization trusts (the Trusts), served seven summonses with notice commencing potential actions against First Franklin Financial Corporation, Merrill Lynch Mortgage Lending, Inc., Merrill Lynch Mortgage Investors, Inc., and Ownit Mortgage Solutions Inc. in New York Supreme Court, New York County. The summonses indicate that defendants may be subject to breach of contract claims alleging that they breached representations and warranties related to loans securitized in the Trusts.","Highly relevant","Merrill is being sued not the trustee of the described loans;"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","New York","","Trustee","The amended complaint alleges breach of contract based upon defendants? failure to repurchase loans that were the subject of specific repurchase demands and also alleges breach of contract based upon defendants? discovery, during origination and servicing, of loans with material breaches of representations and warranties. U.S. Bank Summonses with Notice On August 29, 2014, U.S. Bank, solely in its capacity as Trustee for seven securitization trusts (the Trusts), served seven summonses with notice commencing potential actions against First Franklin Financial Corporation, Merrill Lynch Mortgage Lending, Inc., Merrill Lynch Mortgage Investors, Inc., and Ownit Mortgage Solutions Inc. in New York Supreme Court, New York County. The summonses indicate that defendants may be subject to breach of contract claims alleging that they breached representations and warranties related to loans securitized in the Trusts.","Highly relevant","ERROR: New York is not a FinEntity in this context and not a Trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","New York County","","Trustee","The amended complaint alleges breach of contract based upon defendants? failure to repurchase loans that were the subject of specific repurchase demands and also alleges breach of contract based upon defendants? discovery, during origination and servicing, of loans with material breaches of representations and warranties. U.S. Bank Summonses with Notice On August 29, 2014, U.S. Bank, solely in its capacity as Trustee for seven securitization trusts (the Trusts), served seven summonses with notice commencing potential actions against First Franklin Financial Corporation, Merrill Lynch Mortgage Lending, Inc., Merrill Lynch Mortgage Investors, Inc., and Ownit Mortgage Solutions Inc. in New York Supreme Court, New York County. The summonses indicate that defendants may be subject to breach of contract claims alleging that they breached representations and warranties related to loans securitized in the Trusts.","Highly relevant","ERROR: New York County is not a FinEntity in this context; and certainly not the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. Bank","","trustees","Policemen?s Annuity Litigation On April 11, 2012, the Policemen?s Annuity & Benefit Fund of the City of Chicago, on its own behalf and on behalf of a proposed class of purchasers of 41 RMBS trusts collateralized mostly by Washington Mutual-originated (WaMu) mortgages, filed a proposed class action complaint against BANA and other unrelated parties in the U.S. District Court for the Southern District of New York, entitled Policemen?s Annuity and Benefit Fund of the City of Chicago v. Bank of America, N.A. and U.S. Bank National Association . BANA and U.S. Bank are named as defendants in their capacities as trustees, with BANA (formerly LaSalle Bank National Association) having served as the original trustee and U.S. Bank having replaced BANA as trustee. Plaintiff asserted claims under the federal Trust Indenture Act as well as state common law claims.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","LaSalle Bank National Association","","trustee","Policemen?s Annuity Litigation On April 11, 2012, the Policemen?s Annuity & Benefit Fund of the City of Chicago, on its own behalf and on behalf of a proposed class of purchasers of 41 RMBS trusts collateralized mostly by Washington Mutual-originated (WaMu) mortgages, filed a proposed class action complaint against BANA and other unrelated parties in the U.S. District Court for the Southern District of New York, entitled Policemen?s Annuity and Benefit Fund of the City of Chicago v. Bank of America, N.A. and U.S. Bank National Association . BANA and U.S. Bank are named as defendants in their capacities as trustees, with BANA (formerly LaSalle Bank National Association) having served as the original trustee and U.S. Bank having replaced BANA as trustee. Plaintiff asserted claims under the federal Trust Indenture Act as well as state common law claims.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. Bank","","trustee","Policemen?s Annuity Litigation On April 11, 2012, the Policemen?s Annuity & Benefit Fund of the City of Chicago, on its own behalf and on behalf of a proposed class of purchasers of 41 RMBS trusts collateralized mostly by Washington Mutual-originated (WaMu) mortgages, filed a proposed class action complaint against BANA and other unrelated parties in the U.S. District Court for the Southern District of New York, entitled Policemen?s Annuity and Benefit Fund of the City of Chicago v. Bank of America, N.A. and U.S. Bank National Association . BANA and U.S. Bank are named as defendants in their capacities as trustees, with BANA (formerly LaSalle Bank National Association) having served as the original trustee and U.S. Bank having replaced BANA as trustee. Plaintiff asserted claims under the federal Trust Indenture Act as well as state common law claims.","Highly relevant","BANA is Bank of America, N.A."
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","counterparty","In addition, the Corporation incorporates within its fair value measurements of OTC derivatives a valuation adjustment to reflect the credit risk associated with the net position. Positions are netted by counterparty, and fair value for net long exposures is adjusted for counterparty credit risk while the fair value for net short exposures is adjusted for the 241 Bank of America 2014 Corporation?s own credit risk. The Corporation also incorporates FVA within its fair value measurements to include funding costs on uncollateralized derivatives and derivatives where the Corporation is not permitted to use the collateral it receives.","Irrelevant","ERROR: Bank of America was extracted from page footer and incorrectly identified as counterparty"
